131,115
131,219
198,109
198,514
198,188
581,479
581,6
581,13
581,361
581,561
451,264
451,234
451,0
451,14
140,146
140,524
81,243
81,263
81,542
518,28
518,59
518,265
518,334
518,354
518,355
518,369
518,380
463,494
199,56
569,365
569,580
569,69
569,511
569,137
569,356
569,376
546,4
546,420
546,11
245,216
245,70
245,212
273,420
273,125
167,377
167,406
167,574
167,40
167,51
167,100
167,101
167,113
167,132
167,182
211,443
211,33
211,252
211,253
211,283
325,206
325,294
519,29
519,50
519,141
519,446
519,301
373,18
520,60
374,354
374,204
374,381
42,236
42,47
42,200
42,337
42,338
42,339
521,404
521,264
521,54
521,85
314,396
314,214
314,194
471,353
471,472
471,475
471,394
471,462
4,287
4,125
405,563
405,62
405,63
405,91
405,404
405,264
405,234
405,79
472,353
472,474
472,475
350,300
350,195
350,351
350,428
350,205
341,3
341,48
351,300
0,79
0,14
74,113
74,296
74,418
74,102
74,114
74,148
74,238
5,248
5,21
5,60
5,159
5,503
556,172
556,564
234,247
234,264
234,404
234,79
1,288
1,478
1,424
1,540
1,76
1,97
342,113
342,249
342,359
342,418
342,114
290,252
290,254
290,257
290,259
290,255
290,256
290,258
290,275
331,25
331,333
332,25
332,333
332,352
333,25
333,352
333,370
134,420
134,125
134,105
370,382
296,113
296,121
296,315
296,322
296,418
296,490
296,46
296,102
296,114
296,153
296,186
296,238
296,307
415,286
415,207
415,285
448,403
448,71
448,559
157,124
157,154
522,159
522,143
139,499
139,26
127,159
127,170
416,308
416,449
416,505
416,582
416,82
416,142
416,202
416,223
457,371
457,395
123,146
123,379
123,434
123,108
235,7
235,30
235,196
235,347
145,121
145,317
145,229
145,530
417,262
417,73
417,588
417,433
417,453
417,506
417,394
530,121
530,525
530,195
530,229
530,43
530,218
553,346
320,428
320,510
236,47
236,177
236,323
236,375
501,7
501,280
501,469
578,22
578,29
578,50
384,349
384,364
274,516
274,439
274,514
274,555
274,575
442,537
442,3
7,30
7,52
7,72
7,203
7,335
7,386
7,396
7,398
7,409
7,469
7,196
7,347
365,376
365,505
365,542
365,580
365,69
365,511
365,137
365,356
68,489
68,160
68,254
68,272
68,282
464,329
555,439
557,215
557,23
557,26
473,250
473,305
473,585
473,534
473,591
473,65
473,106
473,393
473,566
513,577
513,165
102,113
102,567
102,322
102,418
102,490
102,114
102,153
102,186
102,238
102,307
102,277
102,46
102,315
146,357
146,434
146,465
146,524
146,128
544,70
544,225
544,216
51,377
51,406
51,480
51,574
51,40
51,100
51,101
51,113
51,132
51,182
51,348
51,401
160,489
160,272
160,282
212,216
212,70
212,183
212,244
364,349
246,400
246,279
170,159
75,577
75,150
75,152
418,113
418,114
418,148
418,238
418,249
389,444
389,397
148,113
148,114
148,27
105,420
105,125
105,251
141,29
141,446
141,301
141,50
443,33
443,252
443,253
443,283
76,288
76,478
76,97
76,424
76,540
465,233
465,357
465,447
465,128
465,111
491,15
491,147
491,266
458,345
458,459
3,431
3,592
3,48
3,49
459,385
459,444
459,391
402,477
402,73
402,453
402,495
402,498
402,528
80,441
80,395
80,171
502,477
502,528
502,22
502,27
502,29
321,190
321,299
93,172
93,329
93,412
93,431
420,125
377,406
377,480
377,574
377,40
377,100
377,101
377,113
377,132
377,182
377,348
377,401
392,72
392,360
392,430
570,73
367,506
367,547
228,242
228,567
177,323
177,375
149,217
149,461
149,184
149,260
149,276
149,297
233,353
233,357
233,447
525,121
525,428
525,43
525,218
525,229
476,435
57,78
153,322
153,490
153,46
153,315
153,186
153,238
153,307
353,475
407,132
406,480
406,574
406,40
406,100
406,101
406,113
406,132
406,182
406,348
121,195
121,229
121,428
121,490
121,43
121,218
202,142
202,582
202,505
202,82
477,427
477,528
477,29
122,104
122,155
122,298
122,425
122,438
322,243
322,490
322,46
322,186
322,238
322,307
322,315
96,409
96,517
96,531
36,437
52,203
52,335
52,386
52,398
154,124
154,168
53,305
53,163
203,335
203,386
203,398
178,137
368,2
368,508
107,482
107,371
107,187
554,479
554,426
554,545
554,548
554,549
344,327
411,515
411,573
411,359
108,379
108,434
565,543
565,129
248,60
413,281
413,419
413,445
413,500
413,35
562,427
250,305
250,326
250,346
250,492
250,591
250,65
250,106
250,393
165,577
117,371
142,582
142,505
142,82
324,507
324,19
324,66
324,67
324,37
183,216
552,440
552,61
552,86
552,239
184,217
184,461
184,260
184,276
184,297
207,285
207,286
207,568
428,490
428,510
428,205
172,431
172,329
172,412
298,104
298,425
298,438
298,535
298,589
49,309
49,24
49,55
49,138
545,479
545,426
545,548
545,549
558,130
558,197
408,56
27,22
27,528
27,29
27,201
252,33
252,253
252,257
252,259
252,283
243,263
243,46
253,283
253,33
559,71
56,330
56,421
56,422
280,302
280,469
280,164
201,22
531,409
531,517
540,288
540,478
540,424
540,97
479,426
479,548
479,549
479,6
196,30
196,347
223,308
223,449
46,567
46,490
46,186
46,238
46,307
46,315
18,410
18,58
18,95
219,399
219,115
460,387
419,281
419,445
419,500
419,35
429,16
429,378
429,112
429,240
429,241
16,378
16,112
16,240
16,241
17,158
17,161
17,162
17,267
17,268
17,278
43,218
43,229
200,337
200,339
380,355
380,369
269,587
269,371
269,343
269,366
269,372
269,176
269,136
480,574
480,40
480,100
480,101
480,113
480,132
480,182
480,348
369,355
85,404
85,79
85,83
85,84
85,90
85,91
85,92
135,511
135,376
151,317
409,517
409,583
481,65
481,386
410,58
410,95
410,181
410,306
150,577
150,152
152,577
307,490
307,186
307,238
307,315
281,445
281,500
281,35
494,383
483,484
483,485
483,486
483,487
483,488
484,485
484,486
484,487
484,488
485,486
485,487
485,488
382,100
382,113
38,215
38,144
486,487
486,488
487,488
567,277
567,315
567,503
589,104
589,438
589,425
589,535
287,270
516,383
516,427
516,439
516,514
516,539
516,575
560,587
560,436
560,226
8,159
8,94
316,77
316,87
316,169
316,208
316,295
60,101
60,113
60,159
60,503
237,400
237,119
237,120
301,446
301,590
301,29
301,50
444,385
444,397
224,454
224,124
100,574
100,40
100,101
100,113
100,132
100,182
100,249
100,311
100,348
101,574
101,40
101,113
101,132
101,159
101,182
101,348
101,359
101,401
101,29
101,77
101,87
327,312
327,328
328,312
329,412
329,592
329,271
182,574
182,40
182,113
182,132
182,348
182,401
182,526
182,527
482,72
482,470
561,13
297,217
297,461
297,260
297,276
478,288
478,97
478,424
254,489
254,255
254,256
254,257
254,258
254,259
255,256
255,257
255,258
255,259
256,257
256,258
256,259
257,258
257,259
257,275
258,259
258,275
259,275
421,422
422,461
86,116
86,468
86,61
340,529
12,13
194,396
194,214
466,403
466,579
220,221
220,222
221,222
222,510
492,326
492,493
492,586
393,65
393,305
393,106
393,566
393,39
393,44
393,45
393,155
347,30
58,95
58,181
427,383
427,514
179,9
179,173
179,174
179,175
179,180
180,9
180,10
180,173
180,174
180,175
493,326
493,586
571,534
87,29
87,77
87,169
87,208
87,295
155,438
155,104
185,41
185,189
185,191
185,192
185,193
138,309
138,24
28,59
28,265
28,334
156,73
156,550
19,37
19,507
19,66
19,67
278,162
278,158
278,267
278,268
115,399
115,497
44,305
44,106
44,566
44,39
44,45
45,305
45,106
45,566
45,39
166,512
345,387
88,356
143,159
467,289
371,587
371,395
371,437
371,576
371,176
371,187
371,366
305,435
305,591
305,32
305,65
305,106
305,566
305,39
303,231
303,230
381,354
381,204
112,378
112,240
112,241
356,511
356,137
356,376
356,69
582,82
582,505
532,262
532,118
532,497
260,217
260,461
260,276
431,592
304,231
304,230
573,515
573,452
573,523
181,95
423,590
496,251
64,109
64,452
64,130
50,22
50,29
50,446
449,308
574,40
574,113
574,132
574,348
118,262
118,227
585,591
372,587
372,176
372,366
372,136
372,343
395,437
395,441
395,171
317,575
317,358
396,72
396,176
396,214
188,504
279,400
279,543
247,359
247,446
247,22
247,133
500,445
500,35
575,439
575,195
575,539
238,113
238,490
238,114
238,186
238,315
164,469
164,302
69,511
69,137
69,376
69,580
77,169
77,208
77,295
352,25
357,447
357,111
59,265
59,354
147,15
147,266
412,432
412,126
412,319
412,336
412,390
124,454
249,113
249,359
386,30
386,398
386,469
386,335
26,215
26,499
215,23
435,35
354,265
354,204
430,72
430,360
572,285
572,568
590,587
590,404
590,446
20,262
20,311
216,291
216,359
216,510
216,70
216,244
533,388
533,542
334,265
400,119
400,120
217,461
217,276
336,432
336,319
336,126
336,390
116,61
116,440
65,106
65,110
65,591
323,375
82,505
103,11
103,34
566,106
566,39
453,262
453,73
526,527
439,450
439,455
439,514
439,539
439,383
439,346
2,349
2,508
133,22
9,10
9,173
9,174
9,175
10,173
130,109
130,452
130,197
130,291
158,162
158,267
158,268
284,231
284,230
47,318
30,335
30,398
511,137
511,376
319,432
319,390
319,126
104,106
104,425
104,438
104,535
132,40
132,113
132,348
189,41
189,191
189,192
189,193
512,31
98,31
98,414
98,510
31,414
31,510
359,291
359,446
33,283
401,40
401,348
514,383
213,498
213,588
568,286
568,285
309,78
309,24
309,55
11,34
461,276
310,111
310,292
310,311
310,312
310,313
311,262
311,312
311,313
311,111
311,292
266,515
266,15
312,111
312,292
312,313
313,111
313,292
515,383
515,15
515,452
583,15
445,35
506,433
376,137
285,286
169,208
169,295
261,509
261,550
469,302
548,426
548,549
549,426
39,106
346,455
346,534
390,432
390,126
528,584
528,22
366,176
366,136
366,343
360,72
206,190
206,294
159,113
208,295
106,591
563,404
14,404
14,79
262,227
262,73
262,588
191,41
191,192
191,193
192,41
192,193
193,41
507,37
507,66
507,67
66,37
66,67
67,37
529,587
523,79
136,176
136,343
497,362
497,232
114,113
109,452
550,509
398,335
129,543
348,40
348,113
99,383
438,535
438,425
282,489
282,272
209,584
209,210
210,584
186,490
186,315
195,229
362,232
240,241
240,378
241,378
363,387
161,162
111,292
162,267
162,268
535,425
535,536
536,425
97,288
97,424
264,404
264,79
587,226
424,288
588,73
588,498
89,271
315,490
73,433
306,95
432,126
289,387
289,456
90,404
90,29
90,91
90,92
91,92
54,404
54,79
551,40
404,29
404,79
29,22
29,446
40,113
455,538
299,190
343,176
173,174
173,175
174,175
414,510
83,79
83,84
84,79
489,272
62,79
62,63
63,79
267,268
171,441
383,541
383,271
337,338
337,339
338,339
230,231
230,293
231,293
434,379
119,120
554,433
278,402
39,402
298,433
552,156
65,550
124,506
286,261
180,506
591,433
583,433
387,261
48,506
390,367
19,402
373,433
101,433
208,506
233,453
579,73
73,550
366,547
184,367
151,453
252,367
384,261
63,509
339,509
56,73
327,73
371,547
581,73
100,547
500,506
206,453
515,417
7,550
397,261
494,417
108,506
284,417
201,417
34,433
192,550
8,550
76,73
201,156
560,417
219,261
241,402
538,367
220,433
23,156
55,453
577,261
248,550
279,73
380,506
164,402
483,433
505,261
382,156
113,261
388,402
156,433
